project_type,budget,planned_duration_days,worker_count,task_count,location_type,has_subcontractors,overrun_pct,final_cost,state,psc_code,data_source
2,47414008.19,816,20,80,0,1,-2.5804,46190557.19,CA,Y1NA,USASpending.gov
1,46189093.5,2115,15,211,1,1,0.0,46189093.5,SC,Y1DA,USASpending.gov
2,46307242.61,269,20,30,0,1,-0.5679,46044242.61,CA,Y1LC,USASpending.gov
2,45829697.61,1437,20,143,0,1,0.0,45829697.61,HI,Z1AA,USASpending.gov
1,52530892.0,1227,17,123,0,1,-12.96,45722892.0,TX,Y1DB,USASpending.gov
2,45713569.83,1218,20,125,0,1,0.0,45713569.83,CA,Y1LB,USASpending.gov
1,45358260.68,988,15,99,0,1,0.0,45358260.68,IN,Y1DA,USASpending.gov
1,45312359.52,2300,15,228,0,1,-0.1615,45239170.21,FL,Y1KA,USASpending.gov
1,45105510.6,2561,15,254,0,1,0.0,45105510.6,WA,Y1DA,USASpending.gov
2,87634217.73,1460,20,150,1,0,-20.0,44802028.47,DC,Z1AA,USASpending.gov
1,44771420.45,875,14,86,0,1,0.0,44771420.45,,Y1AA,USASpending.gov
1,44711234.0,1678,14,165,0,1,0.0,44711234.0,CA,Y1DA,USASpending.gov
0,44651100.66,1532,29,153,0,1,0.0,44651100.66,,Y1CA,USASpending.gov
2,44450172.5,640,20,65,2,1,0.0,44450172.5,WY,Y1LB,USASpending.gov
1,44591580.44,1422,14,140,0,1,-0.4649,44384256.44,NY,Y1DB,USASpending.gov
0,44136764.0,1472,29,145,0,1,0.0,44136764.0,NC,Y1CA,USASpending.gov
1,44051857.94,1829,14,181,0,1,0.0,44051857.94,FL,Y1KB,USASpending.gov
2,43793035.07,2522,20,256,0,1,0.0,43793035.07,NY,Y1LB,USASpending.gov
0,43737511.0,1209,29,124,1,1,0.0,43737511.0,VA,Y1CA,USASpending.gov
1,43721655.0,1148,14,117,0,1,0.0,43721655.0,MD,Y1DB,USASpending.gov
1,43686267.0,1997,14,198,0,1,0.0,43686267.0,MA,Y1KB,USASpending.gov
1,43615262.5,924,14,92,0,1,0.0,43615262.5,GA,Y1PD,USASpending.gov
2,43328477.58,946,20,98,2,1,0.0,43328477.58,WY,Y1LB,USASpending.gov
2,42910143.94,828,20,83,1,1,0.0,42910143.94,RI,Y1NB,USASpending.gov
1,42845047.21,1253,14,124,2,1,0.0,42845047.21,MS,Y1DA,USASpending.gov
2,43605807.25,871,20,85,0,1,-1.9898,42738153.59,MD,Z1AA,USASpending.gov
2,126602260.14,1277,25,128,0,0,-20.0,42688897.15,IL,Z1AA,USASpending.gov
2,42352352.98,2016,20,202,1,1,0.0,42352352.98,DC,Z1AA,USASpending.gov
2,42182704.86,1675,20,165,0,1,0.0,42182704.86,CA,Y1JB,USASpending.gov
1,41990020.66,1119,13,110,0,1,0.0,41990020.66,CA,Y1AA,USASpending.gov
1,41839832.98,1544,13,152,1,1,0.0,41839832.98,WI,Y1DA,USASpending.gov
1,41798129.87,1171,13,120,1,1,0.0,41798129.87,IA,Y1DA,USASpending.gov
1,41706878.95,1591,13,160,0,1,0.0,41706878.95,,Y1AA,USASpending.gov
2,41646219.76,1211,20,123,0,1,0.0,41646219.76,CA,Y1LB,USASpending.gov
2,41511546.0,890,20,91,2,1,0.0,41511546.0,ND,Y1LB,USASpending.gov
2,41446904.0,585,20,58,0,1,0.0,41446904.0,HI,Y1LB,USASpending.gov
2,52373824.46,2098,20,213,1,1,-20.0,41115203.55,DC,Z1AA,USASpending.gov
2,41115000.0,1447,20,142,1,1,0.0,41115000.0,PR,Y1LB,USASpending.gov
1,41081887.0,1991,13,197,1,1,0.0,41081887.0,OR,Y1KA,USASpending.gov
2,41849006.99,1264,20,126,0,1,-2.0192,41003981.39,OH,Y1HB,USASpending.gov
0,41684748.05,1045,27,104,0,1,-1.6891,40980648.05,GA,Y1CA,USASpending.gov
2,40834161.48,771,20,77,2,1,0.0,40834161.48,AK,Y1LB,USASpending.gov
1,40792354.0,931,13,94,1,1,-0.2011,40710322.0,VA,Y1AA,USASpending.gov
0,40623071.57,2068,27,209,1,1,0.0,40623071.57,SC,Y1CA,USASpending.gov
2,40235169.13,565,20,54,1,1,0.0,40235169.13,OK,Y1LB,USASpending.gov
1,40227799.1,919,13,92,0,1,0.0,40227799.1,NC,Y1AA,USASpending.gov
1,40201179.74,1458,13,145,0,1,0.0,40201179.74,TX,Y1DA,USASpending.gov
1,39877308.37,2516,13,249,0,1,0.0,39877308.37,FL,Y1KA,USASpending.gov
1,39818752.05,1259,13,126,0,1,0.0,39818752.05,MO,Y1DA,USASpending.gov
1,39497706.65,825,13,85,0,1,0.0,39497706.65,TX,Y1KA,USASpending.gov
1,39454595.81,805,13,81,0,1,0.0,39454595.81,NJ,Y1KA,USASpending.gov
2,39321248.41,980,20,101,2,1,0.0,39321248.41,AK,Y1NB,USASpending.gov
1,40076875.0,997,13,99,0,1,-2.3329,39141925.0,CA,Y1DB,USASpending.gov
1,39063966.35,1449,13,147,0,1,0.0,39063966.35,,Y1AA,USASpending.gov
1,39525537.09,1100,13,108,0,1,-1.7457,38835537.09,,Y1AA,USASpending.gov
2,38978353.23,1276,20,127,1,1,-1.0843,38555728.23,LA,Y1LB,USASpending.gov
1,38838191.0,1155,12,113,0,1,-1.5552,38234191.0,FL,Y1AB,USASpending.gov
2,41932974.9,626,20,64,0,1,-8.9691,38171974.9,CA,Y1LB,USASpending.gov
2,38097176.66,1315,20,130,0,1,0.0,38097176.66,CO,Y1LB,USASpending.gov
1,38064000.0,984,12,101,0,1,0.0,38064000.0,MO,Y1DA,USASpending.gov
1,39200077.17,2120,13,211,0,1,-3.3617,37882277.17,TX,Y1AA,USASpending.gov
1,37857532.26,1609,12,159,0,1,0.0,37857532.26,IL,Y1KA,USASpending.gov
2,37770706.5,1267,20,129,0,1,0.0,37770706.5,NY,Y1LC,USASpending.gov
2,37689772.53,814,20,81,2,1,0.0,37689772.53,WY,Y1LB,USASpending.gov
2,37573800.11,1519,20,153,0,1,0.0,37573800.11,HI,Y1LB,USASpending.gov
1,37479460.0,821,12,80,0,1,0.0,37479460.0,MD,Y1DB,USASpending.gov
0,38429688.42,944,25,95,0,1,-2.5683,37442688.42,MA,Y1CA,USASpending.gov
2,37327983.0,1228,20,120,0,1,0.0,37327983.0,NC,Y1NB,USASpending.gov
2,38178027.0,1451,20,146,0,1,-2.6324,37173027.0,OH,Y1HB,USASpending.gov
1,37111021.05,931,12,91,0,1,0.0,37111021.05,CA,Y1PD,USASpending.gov
1,36955087.65,1929,12,195,0,1,0.0,36955087.65,FL,Y1KA,USASpending.gov
1,36840305.8,1719,12,173,2,1,0.0,36840305.8,AL,Y1AA,USASpending.gov
2,36722866.77,828,20,83,0,1,0.0,36722866.77,CA,Y1LC,USASpending.gov
1,36683848.0,1245,12,128,0,1,0.0,36683848.0,MD,Y1AA,USASpending.gov
2,36666729.63,810,20,81,0,1,0.0,36666729.63,WA,Y1LB,USASpending.gov
1,36371031.53,759,12,73,1,1,0.0,36371031.53,NE,Y1DA,USASpending.gov
1,36353392.7,1167,12,114,0,1,0.0,36353392.7,,Y1AA,USASpending.gov
0,36818547.29,2439,24,244,0,1,-1.4608,36280718.29,MA,Y1CA,USASpending.gov
2,36277467.0,900,20,90,0,1,0.0,36277467.0,PA,Z1AA,USASpending.gov
2,43259438.62,2860,20,286,1,1,-16.1716,36263683.48,NH,Z1AA,USASpending.gov
0,36161861.0,694,24,72,2,1,0.0,36161861.0,KY,Y1CA,USASpending.gov
1,36114801.87,1320,12,136,0,1,0.0,36114801.87,,Y1AA,USASpending.gov
1,36310638.74,1393,12,142,0,1,-0.617,36086604.97,FL,Y1KA,USASpending.gov
1,37989274.04,1132,12,116,0,1,-5.0541,36069274.04,,Y1AA,USASpending.gov
1,35780935.06,902,11,93,1,1,0.0,35780935.06,VA,Y1AA,USASpending.gov
2,52816501.61,2860,20,289,1,1,-20.0,35592232.07,DC,Z1AA,USASpending.gov
1,35554917.09,1879,11,190,0,1,0.0,35554917.09,FL,Y1KB,USASpending.gov
1,36041531.0,1292,12,131,0,1,-1.3901,35540531.0,CO,Y1AA,USASpending.gov
1,35345467.51,1505,11,150,1,1,0.0,35345467.51,VA,Y1AA,USASpending.gov
1,39450518.92,827,13,85,0,1,-10.8465,35171518.92,WA,Y1AA,USASpending.gov
2,34801112.98,1070,20,107,0,1,0.0,34801112.98,CA,Y1LB,USASpending.gov
2,34733561.94,2283,20,228,0,1,0.0,34733561.94,NY,Y1NB,USASpending.gov
1,34670407.0,881,11,87,1,1,0.0,34670407.0,DC,Y1AA,USASpending.gov
0,34468711.82,827,22,84,0,1,0.0,34468711.82,,Y1CA,USASpending.gov
2,95984326.55,1095,20,112,0,0,-20.0,34422230.36,NY,Z1AA,USASpending.gov
1,34327283.93,1084,11,106,0,1,0.0,34327283.93,MD,Y1AA,USASpending.gov
1,34199505.89,910,11,92,0,1,0.0,34199505.89,MD,Y1AA,USASpending.gov
2,34126688.76,833,20,87,0,1,0.0,34126688.76,,Y1NA,USASpending.gov
2,34024864.94,332,20,31,0,1,0.0,34024864.94,HI,Y1LB,USASpending.gov
2,92682582.09,2525,20,254,0,0,-20.0,33994781.76,MD,Z1AA,USASpending.gov
1,34969904.13,861,11,87,0,1,-2.8298,33980329.13,TN,Y1KA,USASpending.gov
2,33964645.28,1306,20,132,2,1,0.0,33964645.28,WY,Y1LB,USASpending.gov
2,33931630.16,933,20,93,0,1,0.0,33931630.16,TX,Y1LB,USASpending.gov
0,33860684.62,1367,22,137,0,1,0.0,33860684.62,GA,Y1CA,USASpending.gov
1,33819700.39,870,11,87,0,1,0.0,33819700.39,NY,Y1AA,USASpending.gov
1,33666330.0,1338,11,131,0,1,0.0,33666330.0,WA,Y1DA,USASpending.gov
1,33707387.56,1265,11,124,0,1,-0.1483,33657387.56,TX,Y1KB,USASpending.gov
1,33589888.28,1247,11,125,0,1,0.0,33589888.28,,Y1AA,USASpending.gov
0,33572762.48,1403,22,141,0,1,0.0,33572762.48,,Y1CA,USASpending.gov
1,33617472.1,3380,11,341,0,1,-0.2775,33524169.0,,Y1AA,USASpending.gov
1,34378665.88,666,11,68,0,1,-2.6176,33478765.88,NJ,Y1AA,USASpending.gov
1,37214400.0,1096,12,112,0,1,-10.0633,33469400.0,MO,Y1AA,USASpending.gov
1,33210489.27,1467,11,148,2,1,0.0,33210489.27,AR,Y1DB,USASpending.gov
2,33175738.0,1110,20,114,0,1,0.0,33175738.0,PA,Z1AA,USASpending.gov
1,35450809.0,2632,11,263,1,1,-6.5976,33111924.0,VA,Y1AA,USASpending.gov
0,33068283.0,988,22,99,0,1,0.0,33068283.0,NC,Y1CA,USASpending.gov
2,33061230.61,1199,20,117,0,1,0.0,33061230.61,TN,Y1LB,USASpending.gov
0,32997525.59,2858,21,287,0,1,-0.0939,32966525.59,,Y1CA,USASpending.gov
2,32960264.98,553,20,57,0,1,-0.0,32960264.67,,Y1LB,USASpending.gov
2,32930138.74,1010,20,99,1,1,0.0,32930138.74,NV,Y1NA,USASpending.gov
1,32797095.0,931,10,96,1,1,-0.0646,32775923.0,NH,Y1DB,USASpending.gov
1,32759566.92,1401,10,142,0,1,0.0,32759566.92,,Y1AA,USASpending.gov
2,38633482.88,1826,20,186,1,1,-15.5633,32620840.4,DC,Z1AA,USASpending.gov
2,32584321.76,1050,20,105,0,1,0.0,32584321.76,MD,Y1NA,USASpending.gov
0,40122344.51,1177,26,118,0,1,-18.8285,32567928.51,,Y1CA,USASpending.gov
2,32532412.46,1186,20,116,1,1,0.0,32532412.46,OK,Y1NA,USASpending.gov
2,35459048576.0,994,500,100,0,1,-20.0,32378358.26,,Y1HC,USASpending.gov
2,32359172.9,390,20,43,0,1,0.0,32359172.9,CA,Y1LC,USASpending.gov
1,32128671.0,2063,10,208,1,1,0.0,32128671.0,UT,Y1DB,USASpending.gov
1,32006590.0,1261,10,128,0,1,0.0,32006590.0,MD,Y1DA,USASpending.gov
1,31746747.31,1389,10,142,0,1,0.0,31746747.31,NC,Y1DB,USASpending.gov
1,31658561.08,899,10,87,1,1,0.0,31658561.08,NV,Y1KB,USASpending.gov
1,31397378.01,1336,10,133,0,1,0.0,31397378.01,,Y1AA,USASpending.gov
2,31293341.36,612,20,60,0,1,0.0,31293341.36,CA,Y1LB,USASpending.gov
2,31218111.42,958,20,93,0,1,-0.048,31203111.42,CA,Y1LC,USASpending.gov
0,32062887.65,1136,21,112,0,1,-2.891,31135934.76,,Y1CA,USASpending.gov
1,31009423.0,1020,10,106,1,1,0.0,31009423.0,VA,Y1AA,USASpending.gov
2,30961711.66,676,20,70,0,1,0.0,30961711.66,CA,Y1LB,USASpending.gov
1,30940322.0,1247,10,123,2,1,0.0,30940322.0,AL,Y1AA,USASpending.gov
0,30904004.03,1586,20,158,0,1,0.0,30904004.03,,Y1CA,USASpending.gov
1,30827126.0,1022,10,105,1,1,0.0,30827126.0,DC,Y1AA,USASpending.gov
1,30743932.0,1322,10,131,0,1,0.0,30743932.0,HI,Y1AA,USASpending.gov
2,49708453.91,1460,20,150,0,0,-20.0,30668134.52,NY,Z1AA,USASpending.gov
2,30580165.9,1317,20,134,0,1,0.0,30580165.9,WA,Y1LB,USASpending.gov
1,30566458.45,2165,10,220,2,1,0.0,30566458.45,WY,Y1AA,USASpending.gov
0,30557944.86,895,20,88,0,1,-0.6313,30365039.85,,Y1CA,USASpending.gov
2,30562195.47,881,20,92,0,1,-0.6819,30353797.47,CA,Y1LC,USASpending.gov
2,30239585.3,1175,20,117,0,1,0.0,30239585.3,CA,Y1NA,USASpending.gov
2,30231391.67,799,20,78,0,1,0.0,30231391.67,CA,Y1LB,USASpending.gov
1,30188936.89,1161,10,115,0,1,0.0,30188936.89,NY,Y1PD,USASpending.gov
2,36254690.15,1976,20,196,1,1,-16.7552,30180130.14,VA,Z1AA,USASpending.gov
1,30101189.0,1036,10,101,0,1,0.0,30101189.0,AZ,Y1DB,USASpending.gov
2,30031973.11,1072,20,105,2,1,0.0,30031973.11,KY,Y1HA,USASpending.gov
1,29836882.53,969,10,94,0,1,0.0,29836882.53,GA,Y1DB,USASpending.gov
1,31414321.1,828,10,82,1,1,-5.0288,29834565.1,OK,Y1KA,USASpending.gov
2,29698621.5,1833,20,186,0,1,0.0,29698621.5,NC,Y1LB,USASpending.gov
1,29685080.22,1286,10,132,0,1,0.0,29685080.22,TX,Y1AA,USASpending.gov
1,29638136.13,990,10,101,0,1,0.0,29638136.13,,Y1AA,USASpending.gov
1,29416594.77,938,10,92,0,1,0.0,29416594.77,CA,Y1DB,USASpending.gov
1,31297422553.64,1327,500,136,0,1,-20.0,29384663.08,,Y1AA,USASpending.gov
1,29348727.0,1597,10,158,1,1,0.0,29348727.0,VA,Y1AA,USASpending.gov
2,29229446.58,523,20,52,1,1,0.0,29229446.58,VA,Z1AA,USASpending.gov
1,29130329.0,720,10,71,0,1,0.0,29130329.0,WA,Y1AA,USASpending.gov
2,29114436.8,623,20,60,0,1,0.0,29114436.8,NY,Y1LB,USASpending.gov
2,29034338.46,1127,20,114,1,1,0.0,29034338.46,VA,Z1AA,USASpending.gov
1,29032930.83,822,10,83,2,1,0.0,29032930.83,SD,Y1DA,USASpending.gov
1,28996199.62,724,10,71,0,1,0.0,28996199.62,,Y1AA,USASpending.gov
2,28933566.07,760,20,80,2,1,0.0,28933566.07,NM,Y1LB,USASpending.gov
2,28932013.37,2160,20,214,2,1,0.0,28932013.37,WV,Z1AA,USASpending.gov
1,28878723.95,1726,10,173,0,1,0.0,28878723.95,NC,Y1DA,USASpending.gov
1,28694783.0,1397,10,141,0,1,0.0,28694783.0,CA,Y1DA,USASpending.gov
2,28680061.86,2090,20,210,0,1,0.0,28680061.86,NC,Y1LB,USASpending.gov
2,28668392.45,1081,20,106,0,1,0.0,28668392.45,CA,Z1AA,USASpending.gov
1,28656581.78,1838,10,186,1,1,0.0,28656581.78,GU,Y1AA,USASpending.gov
2,28625800.35,998,20,102,0,1,0.0,28625800.35,,Y1NA,USASpending.gov
1,28624289.22,1445,10,145,0,1,-0.0,28624289.21,,Y1AA,USASpending.gov
2,28567647.7,869,20,86,0,1,0.0,28567647.7,TN,Y1LB,USASpending.gov
2,28423371.0,1855,20,189,1,1,0.0,28423371.0,DC,Y1NB,USASpending.gov
2,28321972.79,967,20,100,0,1,0.0,28321972.79,CA,Y1NA,USASpending.gov
2,28965028.88,1830,20,184,1,1,-2.5727,28219843.41,SC,Z1AA,USASpending.gov
2,28195402.69,828,20,81,0,1,0.0,28195402.69,CO,Y1LB,USASpending.gov
1,28190000.0,700,10,69,1,1,0.0,28190000.0,LA,Y1DA,USASpending.gov
2,28170809.32,970,20,101,0,1,0.0,28170809.32,MD,Z1AA,USASpending.gov
1,28025936.97,863,10,90,0,1,0.0,28025936.97,NY,Y1KA,USASpending.gov
1,28618607.32,2086,10,211,0,1,-2.0965,28018607.32,FL,Y1KA,USASpending.gov
0,28001030.59,1474,18,147,0,1,0.0,28001030.59,,Y1CA,USASpending.gov
2,28395529.69,2118,20,209,0,1,-1.6061,27939456.69,NY,Z1AA,USASpending.gov
2,27913021.0,723,20,71,0,1,0.0,27913021.0,CA,Z1BA,USASpending.gov
1,27861910.3,1484,10,152,1,1,0.0,27861910.3,NE,Y1KA,USASpending.gov
2,28062983.26,2345,20,237,1,1,-0.7864,27842284.95,DC,Z1AA,USASpending.gov
1,27748093.72,1514,10,153,0,1,0.0,27748093.72,FL,Y1KB,USASpending.gov
1,27740189.58,1422,10,145,2,1,0.0,27740189.58,NM,Y1KB,USASpending.gov
1,27681676.51,1706,10,169,1,1,0.0,27681676.51,OR,Y1DB,USASpending.gov
1,27665717.68,1069,10,105,0,1,0.0,27665717.68,,Y1AA,USASpending.gov
1,27589756.89,918,10,94,0,1,0.0,27589756.89,IL,Y1DA,USASpending.gov
1,27445168.03,1354,10,133,0,1,0.0,27445168.03,,Y1AA,USASpending.gov
1,27383910.0,1041,10,105,1,1,0.0,27383910.0,NE,Y1DA,USASpending.gov
1,27335843.04,1317,10,130,0,1,0.0,27335843.04,,Y1KA,USASpending.gov
0,27313138.97,937,18,96,1,1,0.0,27313138.97,VA,Y1CA,USASpending.gov
